"","datazone","year","crime_count","crime_rate","school_leaver_other_rate","school_leaver_pos_rate","simd","simd_decile","simd_quintile"
"37792","S01005267",2011,38,392,17.6,82.400002,NA,NA,NA
"37793","S01005268",2011,227,1963,20,80,NA,NA,NA
"37794","S01005269",2011,12,149,0,100,NA,NA,NA
"37795","S01005270",2011,5,50,0,100,NA,NA,NA
"37796","S01005271",2011,16,273,0,100,NA,NA,NA
"37797","S01005272",2011,106,1760,50,50,NA,NA,NA
"37798","S01005273",2011,5,68,11.1,88.900002,NA,NA,NA
"37799","S01005274",2011,70,1027,20,80,NA,NA,NA
"37800","S01005275",2011,48,970,0,100,NA,NA,NA
"37801","S01005276",2011,25,392,33.299999,66.699997,NA,NA,NA
"37802","S01005277",2011,21,346,37.5,62.5,NA,NA,NA
"37803","S01005278",2011,21,286,20,80,NA,NA,NA
"37804","S01005279",2011,7,143,0,100,NA,NA,NA
"37805","S01005280",2011,46,632,33.299999,66.699997,NA,NA,NA
"37806","S01005281",2011,23,326,0,100,NA,NA,NA
"37807","S01005282",2011,40,575,22.200001,77.800003,NA,NA,NA
"37808","S01005283",2011,NA,NA,7.0999999,92.900002,NA,NA,NA
"37809","S01005284",2011,33,577,0,100,NA,NA,NA
"37810","S01005285",2011,5,82,33.299999,66.699997,NA,NA,NA
"37811","S01005286",2011,5,69,8.3000002,91.699997,NA,NA,NA
"37812","S01005287",2011,76,718,21.4,78.599998,NA,NA,NA
"37813","S01005288",2011,69,944,0,100,NA,NA,NA
"37814","S01005289",2011,33,372,60,40,NA,NA,NA
"37815","S01005290",2011,16,272,11.1,88.900002,NA,NA,NA
"37816","S01005291",2011,NA,NA,0,100,NA,NA,NA
"37817","S01005292",2011,49,694,12.5,87.5,NA,NA,NA
"37818","S01005293",2011,55,764,40,60,NA,NA,NA
"37819","S01005294",2011,14,266,0,100,NA,NA,NA
"37820","S01005295",2011,39,593,11.1,88.900002,NA,NA,NA
"37821","S01005296",2011,NA,NA,16.700001,83.300003,NA,NA,NA
"37822","S01005297",2011,22,315,0,100,NA,NA,NA
"37823","S01005298",2011,10,101,10.5,89.5,NA,NA,NA
"37824","S01005299",2011,5,95,0,100,NA,NA,NA
"37825","S01005300",2011,NA,NA,0,100,NA,NA,NA
"37826","S01005301",2011,6,69,22.200001,77.800003,NA,NA,NA
"37827","S01005302",2011,14,161,0,100,NA,NA,NA
"37828","S01005303",2011,12,138,10,90,NA,NA,NA
"37829","S01005304",2011,6,95,0,100,NA,NA,NA
"37830","S01005305",2011,10,133,0,100,NA,NA,NA
"37831","S01005306",2011,17,148,0,100,NA,NA,NA
"37832","S01005307",2011,6,70,10,90,NA,NA,NA
"37833","S01005308",2011,45,913,33.299999,66.699997,NA,NA,NA
"37834","S01005309",2011,43,510,11.1,88.900002,NA,NA,NA
"37835","S01005310",2011,31,343,10,90,NA,NA,NA
"37836","S01005311",2011,12,147,25,75,NA,NA,NA
"37837","S01005312",2011,191,1662,0,100,NA,NA,NA
"37838","S01005313",2011,6,72,0,100,NA,NA,NA
"37839","S01005314",2011,7,154,0,100,NA,NA,NA
"37840","S01005315",2011,66,902,28.6,71.400002,NA,NA,NA
"37841","S01005316",2011,15,175,0,100,NA,NA,NA
"37842","S01005317",2011,6,121,20,80,NA,NA,NA
"37843","S01005318",2011,9,175,0,100,NA,NA,NA
"37844","S01005319",2011,NA,NA,0,100,NA,NA,NA
"37845","S01005320",2011,11,181,0,100,NA,NA,NA
"37846","S01005321",2011,12,219,0,100,NA,NA,NA
"37847","S01005322",2011,90,510,7.6999998,92.300003,NA,NA,NA
"37848","S01005323",2011,45,690,16.700001,83.300003,NA,NA,NA
"37849","S01005324",2011,63,847,0,100,NA,NA,NA
"37850","S01005325",2011,105,603,16.700001,83.300003,NA,NA,NA
"37851","S01005326",2011,38,440,0,100,NA,NA,NA
"37852","S01005327",2011,20,329,20,80,NA,NA,NA
"37853","S01005328",2011,67,1045,0,100,NA,NA,NA
"37854","S01005329",2011,44,690,0,100,NA,NA,NA
"37855","S01005330",2011,42,640,25,75,NA,NA,NA
"37856","S01005331",2011,45,653,25,75,NA,NA,NA
"37857","S01005332",2011,12,232,0,100,NA,NA,NA
"37858","S01005333",2011,NA,NA,0,100,NA,NA,NA
"37859","S01005334",2011,12,110,0,100,NA,NA,NA
"37860","S01005335",2011,NA,NA,0,100,NA,NA,NA
"37861","S01005336",2011,7,126,0,100,NA,NA,NA
"37862","S01005337",2011,11,119,8.3000002,91.699997,NA,NA,NA
"37863","S01005338",2011,NA,NA,0,100,NA,NA,NA
"37864","S01005339",2011,23,310,10,90,NA,NA,NA
"37865","S01005340",2011,14,222,0,100,NA,NA,NA
"37866","S01005341",2011,13,208,0,100,NA,NA,NA
"37867","S01005342",2011,28,389,60,40,NA,NA,NA
"37868","S01005343",2011,NA,NA,0,100,NA,NA,NA
"37869","S01005344",2011,8,108,0,100,NA,NA,NA
"37870","S01005345",2011,NA,NA,0,100,NA,NA,NA
"37871","S01005346",2011,7,100,0,100,NA,NA,NA
"37872","S01005347",2011,9,129,0,100,NA,NA,NA
"37873","S01005348",2011,35,372,33.299999,66.699997,NA,NA,NA
"37874","S01005349",2011,NA,NA,0,100,NA,NA,NA
"37875","S01005350",2011,10,145,15.4,84.599998,NA,NA,NA
"37876","S01005351",2011,77,627,11.8,88.199997,NA,NA,NA
"37877","S01005352",2011,18,209,14.3,85.699997,NA,NA,NA
"37878","S01005353",2011,15,143,12.5,87.5,NA,NA,NA
"37879","S01005354",2011,NA,NA,0,100,NA,NA,NA
"37880","S01005355",2011,18,209,9.1000004,90.900002,NA,NA,NA
"37881","S01005356",2011,NA,NA,0,100,NA,NA,NA
"37882","S01005357",2011,24,297,0,100,NA,NA,NA
"37883","S01005358",2011,20,231,0,100,NA,NA,NA
"37884","S01005359",2011,NA,NA,0,100,NA,NA,NA
"37885","S01005360",2011,NA,NA,9.1000004,90.900002,NA,NA,NA
"37886","S01005361",2011,5,56,0,100,NA,NA,NA
"37887","S01005362",2011,NA,NA,25,75,NA,NA,NA
"37888","S01005363",2011,6,86,0,100,NA,NA,NA
"37889","S01005364",2011,17,186,0,100,NA,NA,NA
"37890","S01005365",2011,NA,NA,0,100,NA,NA,NA
"37891","S01005366",2011,NA,NA,9.1000004,90.900002,NA,NA,NA
"37892","S01005367",2011,17,205,0,100,NA,NA,NA
"37893","S01005368",2011,26,415,0,100,NA,NA,NA
"37894","S01005369",2011,90,1082,0,100,NA,NA,NA
"37895","S01005370",2011,28,298,0,100,NA,NA,NA
"37896","S01005371",2011,14,158,0,100,NA,NA,NA
"37897","S01005372",2011,78,883,20,80,NA,NA,NA
"37898","S01005373",2011,59,806,0,100,NA,NA,NA
"37899","S01005374",2011,66,755,0,100,NA,NA,NA
"37900","S01005375",2011,20,220,12.5,87.5,NA,NA,NA
"37901","S01005376",2011,31,359,0,100,NA,NA,NA
"37902","S01005377",2011,25,293,22.200001,77.800003,NA,NA,NA
"37903","S01005378",2011,51,696,27.299999,72.699997,NA,NA,NA
"37904","S01005379",2011,14,166,0,100,NA,NA,NA
"37905","S01005380",2011,32,513,20,80,NA,NA,NA
"37906","S01005381",2011,20,334,21.4,78.599998,NA,NA,NA
"37907","S01005382",2011,57,780,15.4,84.599998,NA,NA,NA
"37908","S01005383",2011,8,119,0,100,NA,NA,NA
"37909","S01005384",2011,8,87,15.4,84.599998,NA,NA,NA
"37910","S01005385",2011,8,74,0,100,NA,NA,NA
"37911","S01005386",2011,6,100,37.5,62.5,NA,NA,NA
"37912","S01005387",2011,NA,NA,15.4,84.599998,NA,NA,NA
"37913","S01005388",2011,32,435,25,75,NA,NA,NA
"37914","S01005389",2011,42,546,0,100,NA,NA,NA
"37915","S01005390",2011,18,225,8.3000002,91.699997,NA,NA,NA
"37916","S01005391",2011,16,191,0,100,NA,NA,NA
"37917","S01005392",2011,9,99,0,100,NA,NA,NA
"37918","S01005393",2011,7,69,0,100,NA,NA,NA
"37919","S01005394",2011,12,128,0,100,NA,NA,NA
"37920","S01005395",2011,NA,NA,12.5,87.5,NA,NA,NA
"37921","S01005396",2011,6,78,20,80,NA,NA,NA
"37922","S01005397",2011,NA,NA,0,100,NA,NA,NA
"37923","S01005398",2011,NA,NA,0,100,NA,NA,NA
"37924","S01005399",2011,32,355,23.1,76.900002,NA,NA,NA
"37925","S01005400",2011,47,486,0,100,NA,NA,NA
"37926","S01005401",2011,15,176,0,100,NA,NA,NA
"37927","S01005402",2011,19,185,0,100,NA,NA,NA
"37928","S01005403",2011,26,321,7.6999998,92.300003,NA,NA,NA
"37929","S01005404",2011,16,151,11.1,88.900002,NA,NA,NA
"37930","S01005405",2011,9,167,0,100,NA,NA,NA
"37931","S01005406",2011,NA,NA,0,100,NA,NA,NA
"37932","S01005407",2011,7,53,7.0999999,92.900002,NA,NA,NA
"37933","S01005408",2011,5,90,0,100,NA,NA,NA
"37934","S01005409",2011,5,82,18.200001,81.800003,NA,NA,NA
"37935","S01005410",2011,8,72,16.700001,83.300003,NA,NA,NA
"37936","S01005411",2011,6,56,0,100,NA,NA,NA
"37937","S01005412",2011,7,74,0,100,NA,NA,NA
"37938","S01005413",2011,65,657,15.4,84.599998,NA,NA,NA
"37939","S01005414",2011,12,116,0,100,NA,NA,NA
"37940","S01005415",2011,9,104,11.1,88.900002,NA,NA,NA
"37941","S01005416",2011,33,369,25,75,NA,NA,NA
"37942","S01005417",2011,18,153,5.5999999,94.400002,NA,NA,NA
"37943","S01005418",2011,6,62,0,100,NA,NA,NA
"37944","S01005419",2011,12,193,20,80,NA,NA,NA
"37945","S01005420",2011,7,99,0,100,NA,NA,NA
"37946","S01005421",2011,NA,NA,13.3,86.699997,NA,NA,NA
"37947","S01005422",2011,13,128,14.3,85.699997,NA,NA,NA
"37948","S01005423",2011,7,71,0,100,NA,NA,NA
"37949","S01005424",2011,36,383,4.5,95.5,NA,NA,NA
"37950","S01005425",2011,65,731,14.3,85.699997,NA,NA,NA
"37951","S01005426",2011,41,588,0,100,NA,NA,NA
"37952","S01005427",2011,60,815,16.700001,83.300003,NA,NA,NA
"37953","S01005428",2011,32,310,0,100,NA,NA,NA
"37954","S01005429",2011,75,1174,0,100,NA,NA,NA
"37955","S01005430",2011,28,488,0,100,NA,NA,NA
"37956","S01005431",2011,37,526,37.5,62.5,NA,NA,NA
"37957","S01005432",2011,18,253,0,100,NA,NA,NA
"37958","S01005433",2011,12,138,7.6999998,92.300003,NA,NA,NA
"37959","S01005434",2011,106,1556,16.700001,83.300003,NA,NA,NA
"37960","S01005435",2011,23,222,25,75,NA,NA,NA
"37961","S01005436",2011,28,284,14.3,85.699997,NA,NA,NA
"37962","S01005437",2011,31,334,29.4,70.599998,NA,NA,NA
"37963","S01005438",2011,11,118,0,100,NA,NA,NA
"37964","S01005439",2011,NA,NA,22.200001,77.800003,NA,NA,NA
"37965","S01005440",2011,9,74,5.9000001,94.099998,NA,NA,NA
"37966","S01005441",2011,29,322,22.200001,77.800003,NA,NA,NA
"37967","S01005442",2011,22,134,4,96,NA,NA,NA
"37968","S01005443",2011,29,249,18.200001,81.800003,NA,NA,NA
"37969","S01005444",2011,16,131,0,100,NA,NA,NA
"37970","S01005445",2011,7,70,7.6999998,92.300003,NA,NA,NA
"37971","S01005446",2011,11,144,20,80,NA,NA,NA
"37972","S01005447",2011,11,122,16.700001,83.300003,NA,NA,NA
"37973","S01005448",2011,15,161,0,100,NA,NA,NA
"37974","S01005449",2011,NA,NA,0,100,NA,NA,NA
"37975","S01005450",2011,27,247,0,100,NA,NA,NA
"37976","S01005451",2011,16,166,0,100,NA,NA,NA
"37977","S01005452",2011,NA,NA,0,100,NA,NA,NA
"37978","S01005453",2011,11,119,12.5,87.5,NA,NA,NA
"37979","S01005454",2011,41,438,14.3,85.699997,NA,NA,NA
"37980","S01005455",2011,41,484,10,90,NA,NA,NA
"37981","S01005456",2011,7,71,0,100,NA,NA,NA
"37982","S01005457",2011,19,222,0,100,NA,NA,NA
"37983","S01005458",2011,14,183,0,100,NA,NA,NA
"37984","S01005459",2011,9,104,7.0999999,92.900002,NA,NA,NA
"37985","S01005460",2011,NA,NA,0,100,NA,NA,NA
"37986","S01005461",2011,NA,NA,28.6,71.400002,NA,NA,NA
"37987","S01005462",2011,5,48,14.3,85.699997,NA,NA,NA
"37988","S01005463",2011,14,223,14.3,85.699997,NA,NA,NA
"37989","S01005464",2011,19,326,0,100,NA,NA,NA
"37990","S01005465",2011,6,85,28.6,71.400002,NA,NA,NA
"37991","S01005466",2011,5,45,5.5999999,94.400002,NA,NA,NA
"37992","S01005467",2011,NA,NA,0,100,NA,NA,NA
"37993","S01005468",2011,7,72,0,100,NA,NA,NA
"37994","S01005469",2011,5,63,18.200001,81.800003,NA,NA,NA
"37995","S01005470",2011,NA,NA,0,100,NA,NA,NA
"37996","S01005471",2011,7,90,8.3000002,91.699997,NA,NA,NA
"37997","S01005472",2011,6,45,0,100,NA,NA,NA
"37998","S01005473",2011,6,66,25,75,NA,NA,NA
"37999","S01005474",2011,21,258,20,80,NA,NA,NA
"38000","S01005475",2011,NA,NA,22.200001,77.800003,NA,NA,NA
"38001","S01005476",2011,NA,NA,7.0999999,92.900002,NA,NA,NA
"38002","S01005477",2011,13,139,11.1,88.900002,NA,NA,NA
"38003","S01005478",2011,24,299,35.700001,64.300003,NA,NA,NA
"38004","S01005479",2011,14,252,27.299999,72.699997,NA,NA,NA
"38005","S01005480",2011,NA,NA,0,100,NA,NA,NA
"38006","S01005481",2011,11,165,16.700001,83.300003,NA,NA,NA
"38007","S01005482",2011,NA,NA,0,100,NA,NA,NA
"38008","S01005483",2011,19,176,0,100,NA,NA,NA
"38009","S01005484",2011,6,117,0,100,NA,NA,NA
"38010","S01005485",2011,10,116,40,60,NA,NA,NA
"38011","S01005486",2011,40,478,0,100,NA,NA,NA
"38012","S01005487",2011,67,958,0,100,NA,NA,NA
"38013","S01005488",2011,31,418,20,80,NA,NA,NA
"38014","S01005489",2011,16,155,0,100,NA,NA,NA
"38015","S01005490",2011,NA,NA,16.700001,83.300003,NA,NA,NA
"38016","S01005491",2011,11,99,0,100,NA,NA,NA
"38017","S01005492",2011,NA,NA,13.3,86.699997,NA,NA,NA
"38018","S01005493",2011,NA,NA,20,80,NA,NA,NA
"38019","S01005494",2011,NA,NA,0,100,NA,NA,NA
"38020","S01005495",2011,6,82,10,90,NA,NA,NA
"38021","S01005496",2011,7,69,36.400002,63.599998,NA,NA,NA
"38022","S01005497",2011,NA,NA,0,100,NA,NA,NA
"38023","S01005498",2011,9,117,8.3000002,91.699997,NA,NA,NA
"38024","S01005499",2011,45,647,40,60,NA,NA,NA
"38025","S01005500",2011,11,160,0,100,NA,NA,NA
"38026","S01005501",2011,24,288,12.5,87.5,NA,NA,NA
"38027","S01005502",2011,16,173,14.3,85.699997,NA,NA,NA
"38028","S01005503",2011,18,338,25,75,NA,NA,NA
"38029","S01005504",2011,22,361,14.3,85.699997,NA,NA,NA
"38030","S01005505",2011,37,642,0,100,NA,NA,NA
"38031","S01005506",2011,65,805,11.1,88.900002,NA,NA,NA
"38032","S01005507",2011,42,789,33.299999,66.699997,NA,NA,NA
"38033","S01005508",2011,50,725,0,100,NA,NA,NA
"38034","S01005509",2011,8,110,12.5,87.5,NA,NA,NA
"38035","S01005510",2011,NA,NA,11.1,88.900002,NA,NA,NA
"38036","S01005511",2011,NA,NA,0,100,NA,NA,NA
"38037","S01005512",2011,NA,NA,25,75,NA,NA,NA
"38038","S01005513",2011,7,85,7.6999998,92.300003,NA,NA,NA
"38039","S01005514",2011,NA,NA,12.5,87.5,NA,NA,NA
"38040","S01005515",2011,NA,NA,9.1000004,90.900002,NA,NA,NA
"38041","S01005516",2011,NA,NA,0,100,NA,NA,NA
"38042","S01005517",2011,25,271,22.200001,77.800003,NA,NA,NA
"38043","S01005518",2011,18,183,5.5999999,94.400002,NA,NA,NA
"38044","S01005519",2011,NA,NA,0,100,NA,NA,NA
"38045","S01005520",2011,8,80,0,100,NA,NA,NA
"38046","S01005521",2011,NA,NA,0,100,NA,NA,NA
"38047","S01005522",2011,5,75,0,100,NA,NA,NA
"38048","S01005523",2011,12,142,20,80,NA,NA,NA
"38049","S01005524",2011,11,134,0,100,NA,NA,NA
"38050","S01005525",2011,19,282,28.6,71.400002,NA,NA,NA
"38051","S01005526",2011,37,606,25,75,NA,NA,NA
"38052","S01005527",2011,33,678,18.200001,81.800003,NA,NA,NA
"38053","S01005528",2011,14,259,25,75,NA,NA,NA
"38054","S01005529",2011,40,426,66.699997,33.299999,NA,NA,NA
"38055","S01005530",2011,21,318,0,100,NA,NA,NA
"38056","S01005531",2011,59,984,25,75,NA,NA,NA
"38057","S01005532",2011,63,795,22.200001,77.800003,NA,NA,NA
"38058","S01005533",2011,22,304,0,100,NA,NA,NA
"38059","S01005534",2011,25,415,25,75,NA,NA,NA
"38060","S01005535",2011,21,268,10,90,NA,NA,NA
"38061","S01005536",2011,6,71,9.1000004,90.900002,NA,NA,NA
"38062","S01005537",2011,18,231,18.200001,81.800003,NA,NA,NA
"38063","S01005538",2011,15,183,0,100,NA,NA,NA
"38064","S01005539",2011,22,253,0,100,NA,NA,NA
"38065","S01005540",2011,32,449,0,100,NA,NA,NA
"38066","S01005541",2011,37,533,9.1000004,90.900002,NA,NA,NA
"38067","S01005542",2011,26,350,44.400002,55.599998,NA,NA,NA
"38068","S01005543",2011,68,882,0,100,NA,NA,NA
"38069","S01005544",2011,16,237,16.700001,83.300003,NA,NA,NA
"38070","S01005545",2011,18,159,9.1000004,90.900002,NA,NA,NA
"38071","S01005546",2011,5,73,0,100,NA,NA,NA
"38072","S01005547",2011,79,850,14.3,85.699997,NA,NA,NA
"38073","S01005548",2011,46,376,0,100,NA,NA,NA
"38074","S01005549",2011,37,273,6.6999998,93.300003,NA,NA,NA
"38075","S01005550",2011,NA,NA,0,100,NA,NA,NA
"38076","S01005551",2011,NA,NA,0,100,NA,NA,NA
"38077","S01005552",2011,5,59,0,100,NA,NA,NA
"38078","S01005553",2011,19,232,16.700001,83.300003,NA,NA,NA
"38079","S01005554",2011,NA,NA,0,100,NA,NA,NA
"38080","S01005555",2011,19,237,0,100,NA,NA,NA
"38081","S01005556",2011,NA,NA,0,100,NA,NA,NA
"38082","S01005557",2011,8,114,0,100,NA,NA,NA
"38083","S01005558",2011,12,168,0,100,NA,NA,NA
"38084","S01005559",2011,17,278,22.200001,77.800003,NA,NA,NA
"38085","S01005560",2011,19,308,50,50,NA,NA,NA
"38086","S01005561",2011,9,111,0,100,NA,NA,NA
"38087","S01005562",2011,13,132,0,100,NA,NA,NA
"38088","S01005563",2011,15,198,11.1,88.900002,NA,NA,NA
"38089","S01005564",2011,18,216,8.3000002,91.699997,NA,NA,NA
"38090","S01005565",2011,NA,NA,16.700001,83.300003,NA,NA,NA
"38091","S01005566",2011,22,450,20,80,NA,NA,NA
"38092","S01005567",2011,44,482,25,75,NA,NA,NA
"38093","S01005568",2011,NA,NA,16.700001,83.300003,NA,NA,NA
"38094","S01005569",2011,11,156,16.700001,83.300003,NA,NA,NA
"38095","S01005570",2011,17,227,0,100,NA,NA,NA
"38096","S01005571",2011,9,130,0,100,NA,NA,NA
"38097","S01005572",2011,7,92,0,100,NA,NA,NA
"38098","S01005573",2011,10,155,0,100,NA,NA,NA
"38099","S01005574",2011,29,357,10,90,NA,NA,NA
"38100","S01005575",2011,5,76,20,80,NA,NA,NA
"38101","S01005576",2011,13,173,0,100,NA,NA,NA
"38102","S01005577",2011,25,292,16.700001,83.300003,NA,NA,NA
"38103","S01005578",2011,16,175,16.700001,83.300003,NA,NA,NA
"38104","S01005579",2011,18,205,7.6999998,92.300003,NA,NA,NA
"38105","S01005580",2011,18,261,0,100,NA,NA,NA
"38106","S01005581",2011,26,346,28.6,71.400002,NA,NA,NA
"38107","S01005582",2011,28,313,0,100,NA,NA,NA
"38108","S01005583",2011,15,257,0,100,NA,NA,NA
"38109","S01005584",2011,NA,NA,23.1,76.900002,NA,NA,NA
"38110","S01005585",2011,265,3220,40,60,NA,NA,NA
"38111","S01005586",2011,98,1163,0,100,NA,NA,NA
"38112","S01005587",2011,30,309,6.6999998,93.300003,NA,NA,NA
"38113","S01005588",2011,37,548,25,75,NA,NA,NA
"38114","S01005589",2011,334,3085,20,80,NA,NA,NA
"38115","S01005590",2011,123,1759,33.299999,66.699997,NA,NA,NA
"38116","S01005591",2011,74,880,11.1,88.900002,NA,NA,NA
"38117","S01005592",2011,65,1350,0,100,NA,NA,NA
"38118","S01005593",2011,53,681,30.799999,69.199997,NA,NA,NA
"38119","S01005594",2011,137,1621,25,75,NA,NA,NA
"38120","S01005595",2011,53,616,0,100,NA,NA,NA
"38121","S01005596",2011,33,669,16.700001,83.300003,NA,NA,NA
"38122","S01005597",2011,83,895,25,75,NA,NA,NA
"38123","S01005598",2011,140,1501,27.299999,72.699997,NA,NA,NA
"38124","S01005599",2011,34,627,0,100,NA,NA,NA
"38125","S01005600",2011,127,1682,22.200001,77.800003,NA,NA,NA
"38126","S01005601",2011,11,164,10,90,NA,NA,NA
"38127","S01005602",2011,77,1148,16.700001,83.300003,NA,NA,NA
"38128","S01005603",2011,34,410,28.6,71.400002,NA,NA,NA
"38129","S01005604",2011,65,1275,0,100,NA,NA,NA
"38130","S01005605",2011,16,171,0,100,NA,NA,NA
"38131","S01005606",2011,39,665,16.700001,83.300003,NA,NA,NA
"38132","S01005607",2011,25,419,20,80,NA,NA,NA
"38133","S01005608",2011,7,86,0,100,NA,NA,NA
"38134","S01005609",2011,39,465,12.5,87.5,NA,NA,NA
"38135","S01005610",2011,NA,NA,0,100,NA,NA,NA
"38136","S01005611",2011,45,670,9.1000004,90.900002,NA,NA,NA
"38137","S01005612",2011,14,175,0,100,NA,NA,NA
"38138","S01005613",2011,19,244,0,100,NA,NA,NA
"38139","S01005614",2011,NA,NA,25,75,NA,NA,NA
"38140","S01005615",2011,30,310,0,100,NA,NA,NA
"38141","S01005616",2011,5,72,0,100,NA,NA,NA
"38142","S01005617",2011,27,341,9.1000004,90.900002,NA,NA,NA
"38143","S01005618",2011,8,137,50,50,NA,NA,NA
"38144","S01005619",2011,8,142,0,100,NA,NA,NA
"38145","S01005620",2011,27,509,0,100,NA,NA,NA
"38146","S01005621",2011,22,322,28.6,71.400002,NA,NA,NA
"38147","S01005622",2011,5,63,0,100,NA,NA,NA
"38148","S01005623",2011,18,250,22.200001,77.800003,NA,NA,NA
"38149","S01005624",2011,14,163,15.4,84.599998,NA,NA,NA
"38150","S01005625",2011,17,194,7.6999998,92.300003,NA,NA,NA
"38151","S01005626",2011,16,203,6.6999998,93.300003,NA,NA,NA
"38152","S01005627",2011,NA,NA,0,100,NA,NA,NA
"38153","S01005628",2011,47,431,5.3000002,94.699997,NA,NA,NA
"38154","S01005629",2011,7,86,0,100,NA,NA,NA
"38155","S01005630",2011,26,472,0,100,NA,NA,NA
"38156","S01005631",2011,22,321,0,100,NA,NA,NA
"38157","S01005632",2011,19,399,0,100,NA,NA,NA
"38158","S01005633",2011,29,421,0,100,NA,NA,NA
"38159","S01005634",2011,20,283,22.200001,77.800003,NA,NA,NA
"38160","S01005635",2011,NA,NA,0,100,NA,NA,NA
"38161","S01005636",2011,14,173,0,100,NA,NA,NA
"38162","S01005637",2011,58,545,25,75,NA,NA,NA
"38163","S01005638",2011,20,235,0,100,NA,NA,NA
"38164","S01005639",2011,29,390,0,100,NA,NA,NA
"38165","S01005640",2011,11,153,0,100,NA,NA,NA
"38166","S01005641",2011,25,258,0,100,NA,NA,NA
"38167","S01005642",2011,11,143,9.1000004,90.900002,NA,NA,NA
"38168","S01005643",2011,7,119,28.6,71.400002,NA,NA,NA
"38169","S01005644",2011,5,77,0,100,NA,NA,NA
"38170","S01005645",2011,14,171,50,50,NA,NA,NA
"38171","S01005646",2011,89,1237,0,100,NA,NA,NA
"38172","S01005647",2011,37,469,0,100,NA,NA,NA
"38173","S01005648",2011,15,159,0,100,NA,NA,NA
"38174","S01005649",2011,53,572,12.5,87.5,NA,NA,NA
"38175","S01005650",2011,12,203,16.700001,83.300003,NA,NA,NA
"38176","S01005651",2011,25,343,0,100,NA,NA,NA
"38177","S01005652",2011,7,100,0,100,NA,NA,NA
"38178","S01005653",2011,23,267,15,85,NA,NA,NA
"38179","S01005654",2011,8,104,0,100,NA,NA,NA
"38180","S01005655",2011,11,110,9.1000004,90.900002,NA,NA,NA
"38181","S01005656",2011,28,424,0,100,NA,NA,NA
"38182","S01005657",2011,8,137,0,100,NA,NA,NA
"38183","S01005658",2011,9,112,10,90,NA,NA,NA
"38184","S01005659",2011,13,152,0,100,NA,NA,NA
"38185","S01005660",2011,18,334,0,100,NA,NA,NA
"38186","S01005661",2011,NA,NA,7.6999998,92.300003,NA,NA,NA
"38187","S01005662",2011,5,91,11.1,88.900002,NA,NA,NA
"38188","S01005663",2011,10,158,14.3,85.699997,NA,NA,NA
"38189","S01005664",2011,NA,NA,20,80,NA,NA,NA
"38190","S01005665",2011,NA,NA,0,100,NA,NA,NA
"38191","S01005666",2011,16,129,41.200001,58.799999,NA,NA,NA
"38192","S01005667",2011,14,195,20,80,NA,NA,NA
"38193","S01005668",2011,25,312,14.3,85.699997,NA,NA,NA
"38194","S01005669",2011,13,195,14.3,85.699997,NA,NA,NA
"38195","S01005670",2011,43,535,0,100,NA,NA,NA
"38196","S01005671",2011,13,244,33.299999,66.699997,NA,NA,NA
"38197","S01005672",2011,17,220,44.400002,55.599998,NA,NA,NA
"38198","S01005673",2011,5,79,12.5,87.5,NA,NA,NA
"38199","S01005674",2011,40,441,0,100,NA,NA,NA
"38200","S01005675",2011,56,582,36.400002,63.599998,NA,NA,NA
"38201","S01005676",2011,29,366,28.6,71.400002,NA,NA,NA
"38202","S01005677",2011,31,365,0,100,NA,NA,NA
"38203","S01005678",2011,5,53,0,100,NA,NA,NA
"38204","S01005679",2011,33,312,20,80,NA,NA,NA
"38205","S01005680",2011,10,113,7.0999999,92.900002,NA,NA,NA
"38206","S01005681",2011,18,169,0,100,NA,NA,NA
"38207","S01005682",2011,24,324,0,100,NA,NA,NA
"38208","S01005683",2011,65,845,37.5,62.5,NA,NA,NA
"38209","S01005684",2011,16,134,27.299999,72.699997,NA,NA,NA
"38210","S01005685",2011,15,219,0,100,NA,NA,NA
"38211","S01005686",2011,29,360,33.299999,66.699997,NA,NA,NA
"38212","S01005687",2011,21,266,12.5,87.5,NA,NA,NA
"38213","S01005688",2011,37,413,10,90,NA,NA,NA
"38214","S01005689",2011,NA,NA,0,100,NA,NA,NA
"38215","S01005690",2011,NA,NA,7.6999998,92.300003,NA,NA,NA
"38216","S01005691",2011,19,273,9.1000004,90.900002,NA,NA,NA
"38217","S01005692",2011,6,92,11.1,88.900002,NA,NA,NA
"38218","S01005693",2011,36,245,4.8000002,95.199997,NA,NA,NA
"38219","S01005694",2011,24,430,11.8,88.199997,NA,NA,NA
"38220","S01005695",2011,38,713,28.6,71.400002,NA,NA,NA
"38221","S01005696",2011,16,241,0,100,NA,NA,NA
"38222","S01005697",2011,37,605,66.699997,33.299999,NA,NA,NA
"38223","S01005698",2011,26,404,0,100,NA,NA,NA
"38224","S01005699",2011,101,1304,0,100,NA,NA,NA
"38225","S01005700",2011,7,119,33.299999,66.699997,NA,NA,NA
"38226","S01005701",2011,59,837,42.900002,57.099998,NA,NA,NA
"38227","S01005702",2011,5,82,0,100,NA,NA,NA
"38228","S01005703",2011,NA,NA,0,100,NA,NA,NA
"38229","S01005704",2011,22,356,40,60,NA,NA,NA
"38230","S01005705",2011,11,117,0,100,NA,NA,NA
"38231","S01005706",2011,NA,NA,10,90,NA,NA,NA
"38232","S01005707",2011,60,1189,0,100,NA,NA,NA
